negocio,etapa1_cotacao,etapa2_autorizacao,etapa3_cirurgia,etapa4_faturamento,status,ganho,ano,mes,vendedor,cliente,tipo_pagador,estado,produto,linha_produto,valor,receita_ganha,valor_perdido,motivo_perda,etapa_perda,dias_consignacao,dias_pagamento,ciclo_total_dias,dias_cotacao_autorizacao,dias_cirurgia_faturamento,valor_glosado,valor_recuperado,glosa_nao_recuperada
FH-2023-01197,2023-08-05,2023-08-19,2023-08-24,2023-11-19,Ganho,1,2023,2023-08,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,245851,245851,0,,,59,146,205,14,87,17213,9306,7907
FH-2023-00917,2023-08-06,2023-08-24,2023-09-10,2023-12-04,Ganho,1,2023,2023-09,Luciana Prado,Clinipar Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,434945,434945,0,,,21,110,131,18,85,18107,10178,7929
FH-2023-00833,2023-08-08,2023-08-28,2023-09-13,2023-11-28,Ganho,1,2023,2023-09,Tatiana Coelho,Hospital Jardim Atlântico,Hospital privado,PE,Kit de consumo cirúrgico,Cirurgia geral,65879,65879,0,,,24,112,136,20,76,2826,1450,1376
FH-2023-01189,2023-08-10,2023-09-01,,,Perdido,0,2023,2023-08,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,229608,0,229608,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,22,0,0,0,0
FH-2023-01232,2023-08-10,,,,Perdido,0,2023,2023-08,Diego Fontes,Prever Saúde,Operadora não verticalizada,PE,Marcapasso,Cardiologia,166085,0,166085,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00884,2023-08-11,,,,Perdido,0,2023,2023-08,Tatiana Coelho,Instituto Ortopédico Caruaru,Hospital privado,PE,Cateter para angioplastia,Cardiologia,26598,0,26598,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00869,2023-08-12,2023-08-21,2023-09-05,2023-12-09,Ganho,1,2023,2023-09,Ivan Peixoto,Hospital Municipal de Jaboatão,Hospital público,PE,Introdutor e guia,Cardiologia,294343,294343,0,,,55,162,217,9,95,49778,25226,24552
FH-2023-00974,2023-08-13,,,,Perdido,0,2023,2023-08,Joana Rios,Hospital Casa Amarela,Hospital privado,PE,Cateter para angioplastia,Cardiologia,104817,0,104817,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00975,2023-08-13,2023-08-17,2023-08-27,,Perdido,0,2023,2023-08,Tatiana Coelho,Hospital Jardim Atlântico,Hospital privado,PE,Placas e parafusos,Ortopedia,137163,0,137163,Material devolvido sem uso,E3 Cirurgia,31,0,31,4,0,0,0,0
FH-2023-00940,2023-08-14,2023-09-05,2023-09-26,,Perdido,0,2023,2023-09,Rogério Lins,Hospital Farol de Maceió,Hospital privado,AL,Stent farmacológico,Cardiologia,115192,0,115192,Troca de fornecedor em sala,E3 Cirurgia,51,0,51,22,0,0,0,0
FH-2023-01106,2023-08-14,2023-09-08,2023-09-18,2023-10-19,Perdido,0,2023,2023-09,Luciana Prado,Hospital Costa Verde,Hospital privado,RN,Implante de joelho,Ortopedia,141958,0,141958,Divergência na folha de sala,E4 Faturamento,21,0,21,25,31,0,0,0
FH-2023-01087,2023-08-16,2023-09-08,2023-09-23,2023-10-29,Ganho,1,2023,2023-09,Tatiana Coelho,Hospital Municipal de Jaboatão,Hospital público,PE,Marcapasso,Cardiologia,77773,77773,0,,,19,111,130,23,36,3447,1249,2198
FH-2023-00835,2023-08-17,,,,Perdido,0,2023,2023-08,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,472268,0,472268,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01082,2023-08-17,2023-09-09,2023-09-25,2023-10-22,Ganho,1,2023,2023-09,Rogério Lins,Prever Saúde,Operadora não verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,124807,124807,0,,,25,112,137,23,27,6444,3774,2670
FH-2023-01151,2023-08-17,2023-08-30,2023-09-15,2023-12-16,Ganho,1,2023,2023-09,Ricardo Aragão,Prever Saúde,Operadora não verticalizada,PE,Cateter para angioplastia,Cardiologia,308949,308949,0,,,68,174,242,13,92,25823,12437,13386
FH-2023-01273,2023-08-17,2023-09-09,2023-09-25,2023-11-17,Perdido,0,2023,2023-09,Rogério Lins,Hospital São Fidélis,Hospital privado,PE,Grampeador cirúrgico,Cirurgia geral,11883,0,11883,Glosa não recuperada,E4 Faturamento,25,0,25,23,53,0,0,0
FH-2023-01056,2023-08-19,2023-09-10,2023-09-13,2023-11-21,Ganho,1,2023,2023-09,Diego Fontes,Clinipar Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,126057,126057,0,,,46,137,183,22,69,10222,2744,7478
FH-2023-01263,2023-08-20,2023-09-08,2023-09-21,2023-10-19,Ganho,1,2023,2023-09,Luciana Prado,Hospital Vila Nova,Hospital privado,AL,Marcapasso,Cardiologia,28869,28869,0,,,31,108,139,19,28,1042,375,667
FH-2023-00902,2023-08-21,,,,Perdido,0,2023,2023-08,Paulo Menezes,Instituto Ortopédico Caruaru,Hospital privado,PE,Implante de joelho,Ortopedia,111432,0,111432,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01000,2023-08-21,,,,Perdido,0,2023,2023-08,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,111551,0,111551,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01022,2023-08-23,,,,Perdido,0,2023,2023-08,Márcia Duarte,Hospital Graças,Hospital privado,PE,Implante de joelho,Ortopedia,46781,0,46781,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01133,2023-08-23,2023-09-16,2023-09-26,2023-11-13,Ganho,1,2023,2023-09,Márcia Duarte,NordMed Saúde,Operadora verticalizada,AL,Marcapasso,Cardiologia,184204,184204,0,,,36,140,176,24,48,14366,6620,7746
FH-2023-00949,2023-08-24,2023-09-04,2023-09-18,2023-12-07,Ganho,1,2023,2023-09,Marcelo Bastos,Centro Cirúrgico Casa Forte,Hospital privado,PE,Implante de joelho,Ortopedia,56657,56657,0,,,55,134,189,11,80,5789,2301,3488
FH-2023-01074,2023-08-24,2023-08-31,2023-09-17,2023-12-20,Ganho,1,2023,2023-09,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,661121,661121,0,,,75,158,233,7,94,101552,25975,75577
FH-2023-01090,2023-08-25,2023-09-04,2023-09-21,2023-10-28,Ganho,1,2023,2023-09,Cíntia Barbosa,NordMed Saúde,Operadora verticalizada,AL,Stent farmacológico,Cardiologia,413220,413220,0,,,18,130,148,10,37,21145,10348,10797
FH-2023-01127,2023-08-25,,,,Perdido,0,2023,2023-08,Cíntia Barbosa,Hospital Regional de Petrolina,Hospital público,PE,Implante de joelho,Ortopedia,40753,0,40753,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01123,2023-08-27,,,,Perdido,0,2023,2023-08,Rogério Lins,Clinipar Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,62145,0,62145,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01193,2023-08-27,2023-09-22,2023-09-30,2023-12-31,Ganho,1,2023,2023-09,Joana Rios,Saúde Atlântico,Operadora não verticalizada,AL,Stent farmacológico,Cardiologia,46264,46264,0,,,19,92,111,26,92,847,479,368
FH-2023-01260,2023-08-27,2023-09-20,2023-10-02,2023-12-10,Ganho,1,2023,2023-10,Rogério Lins,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de joelho,Ortopedia,142111,142111,0,,,33,108,141,24,69,14507,8157,6350
FH-2023-00881,2023-08-28,2023-09-23,,,Perdido,0,2023,2023-08,Tatiana Coelho,Hospital Metropolitano Norte,Hospital público,PB,Placas e parafusos,Ortopedia,61572,0,61572,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,26,0,0,0,0
FH-2023-00962,2023-08-28,2023-09-20,2023-09-22,2023-11-16,Ganho,1,2023,2023-09,Luciana Prado,NordMed Saúde,Operadora verticalizada,AL,Cateter para angioplastia,Cardiologia,203263,203263,0,,,33,99,132,23,55,10034,4881,5153
FH-2023-01185,2023-08-28,2023-09-19,2023-09-27,2023-10-18,Perdido,0,2023,2023-09,Marcelo Bastos,Instituto Ortopédico Caruaru,Hospital privado,PE,Marcapasso,Cardiologia,85251,0,85251,Divergência na folha de sala,E4 Faturamento,55,0,55,22,21,0,0,0
FH-2023-01218,2023-09-01,2023-09-05,2023-09-22,2023-11-24,Ganho,1,2023,2023-09,Diego Fontes,Hospital Jaguaribe,Hospital privado,AL,Material para artroscopia,Ortopedia,34579,34579,0,,,36,143,179,4,63,3390,901,2489
FH-2023-01023,2023-09-02,2023-09-05,2023-09-26,2023-12-26,Perdido,0,2023,2023-09,Ricardo Aragão,NordMed Saúde,Operadora verticalizada,AL,Material para artroscopia,Ortopedia,75082,0,75082,Inadimplência do cliente,E4 Faturamento,52,0,52,3,91,0,0,0
FH-2023-00887,2023-09-03,2023-09-19,2023-09-28,2023-12-06,Ganho,1,2023,2023-09,Ivan Peixoto,Bem-Estar Saúde,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,72514,72514,0,,,74,142,216,16,69,10705,7624,3081
FH-2023-01079,2023-09-03,2023-09-15,2023-10-05,2023-11-07,Perdido,0,2023,2023-10,Luciana Prado,Hospital Prazeres,Hospital privado,PE,Kit de consumo cirúrgico,Cirurgia geral,30386,0,30386,Glosa não recuperada,E4 Faturamento,33,0,33,12,33,0,0,0
FH-2023-01175,2023-09-03,2023-09-20,2023-10-06,2024-01-04,Ganho,1,2023,2023-10,Tatiana Coelho,NordMed Saúde,Operadora verticalizada,AL,Cateter para angioplastia,Cardiologia,257775,257775,0,,,27,91,118,17,90,11036,3892,7144
FH-2023-00831,2023-09-04,2023-09-26,2023-10-03,2023-10-21,Perdido,0,2023,2023-10,Márcia Duarte,Clinipar Integrada,Operadora verticalizada,PE,Implante de joelho,Ortopedia,218553,0,218553,Glosa não recuperada,E4 Faturamento,31,0,31,22,18,0,0,0
FH-2023-01253,2023-09-05,2023-09-27,2023-10-18,2023-12-03,Ganho,1,2023,2023-10,Tatiana Coelho,Hospital São Rafael de Olinda,Hospital privado,PE,Stent farmacológico,Cardiologia,106617,106617,0,,,30,89,119,22,46,5719,2294,3425
FH-2023-00889,2023-09-06,2023-09-19,2023-09-30,2023-11-21,Ganho,1,2023,2023-09,Tatiana Coelho,Hospital Universitário de João Pessoa,Hospital público,PE,Material para artroscopia,Ortopedia,91935,91935,0,,,20,90,110,13,52,5238,2778,2460
FH-2023-01230,2023-09-07,2023-09-30,2023-10-05,2023-12-25,Ganho,1,2023,2023-10,Luciana Prado,Hospital Jaguaribe,Hospital privado,AL,Implante de joelho,Ortopedia,187698,187698,0,,,29,113,142,23,81,13045,5876,7169
FH-2023-00824,2023-09-10,,,,Perdido,0,2023,2023-09,Paulo Menezes,Bom Viver Planos,Operadora não verticalizada,RN,Implante de quadril,Ortopedia,163220,0,163220,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01239,2023-09-10,2023-09-19,2023-10-03,2023-11-13,Ganho,1,2023,2023-10,Diego Fontes,Clínica Vida Nova,Hospital privado,PE,Placas e parafusos,Ortopedia,60288,60288,0,,,54,147,201,9,41,4658,2723,1935
FH-2023-00839,2023-09-13,,,,Perdido,0,2023,2023-09,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Cateter para angioplastia,Cardiologia,54024,0,54024,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01122,2023-09-13,2023-09-28,2023-10-03,,Perdido,0,2023,2023-10,Paulo Menezes,Hospital Manaíra,Hospital privado,PE,Implante de quadril,Ortopedia,104045,0,104045,Troca de fornecedor em sala,E3 Cirurgia,39,0,39,15,0,0,0,0
FH-2023-01206,2023-09-13,2023-10-06,2023-10-19,2024-01-08,Ganho,1,2023,2023-10,Cíntia Barbosa,Hospital Regional de Campina Grande,Hospital público,PB,Implante de quadril,Ortopedia,355357,355357,0,,,33,98,131,23,81,18131,10936,7195
FH-2023-00900,2023-09-15,,,,Perdido,0,2023,2023-09,Marcelo Bastos,Hospital Geral de Mossoró,Hospital público,RN,Implante de joelho,Ortopedia,76066,0,76066,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00993,2023-09-15,,,,Perdido,0,2023,2023-09,Ricardo Aragão,Bem-Estar Saúde,Operadora verticalizada,PE,Grampeador cirúrgico,Cirurgia geral,213062,0,213062,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01052,2023-09-15,2023-09-26,2023-10-07,2023-12-17,Perdido,0,2023,2023-10,Paulo Menezes,Hospital Tamandaré,Hospital privado,RN,Marcapasso,Cardiologia,277065,0,277065,Nota fiscal não autorizada pelo hospital,E4 Faturamento,47,0,47,11,71,0,0,0
FH-2023-01137,2023-09-15,2023-10-10,2023-10-19,2024-01-12,Ganho,1,2023,2023-10,Rogério Lins,Hospital Farol de Maceió,Hospital privado,AL,Implante de quadril,Ortopedia,208523,208523,0,,,41,113,154,25,85,17795,6529,11266
FH-2023-00926,2023-09-16,2023-09-22,2023-10-11,2023-12-25,Ganho,1,2023,2023-10,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Implante de quadril,Ortopedia,347165,347165,0,,,55,147,202,6,75,28230,17758,10472
FH-2023-01146,2023-09-16,2023-09-28,2023-10-02,2023-11-26,Ganho,1,2023,2023-10,Diego Fontes,Bem-Estar Saúde,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,218438,218438,0,,,39,129,168,12,55,26573,15063,11510
FH-2023-01158,2023-09-17,2023-10-12,2023-10-14,2023-11-16,Ganho,1,2023,2023-10,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Haste intramedular,Ortopedia,74162,74162,0,,,64,157,221,25,33,9299,2821,6478
FH-2023-01212,2023-09-17,2023-10-12,2023-10-21,2023-11-17,Perdido,0,2023,2023-10,Márcia Duarte,Hospital Vila Nova,Hospital privado,AL,Implante de joelho,Ortopedia,127869,0,127869,Nota fiscal não autorizada pelo hospital,E4 Faturamento,38,0,38,25,27,0,0,0
FH-2023-01140,2023-09-19,,,,Perdido,0,2023,2023-09,Ricardo Aragão,Bom Viver Planos,Operadora não verticalizada,RN,Stent farmacológico,Cardiologia,80909,0,80909,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00904,2023-09-22,2023-09-30,2023-10-20,2023-12-09,Ganho,1,2023,2023-10,Ivan Peixoto,NordMed Saúde,Operadora verticalizada,AL,Malha e tela cirúrgica,Cirurgia geral,357538,357538,0,,,47,143,190,8,50,39685,13751,25934
FH-2023-00851,2023-09-23,,,,Perdido,0,2023,2023-09,Ivan Peixoto,NordMed Saúde,Operadora verticalizada,AL,Stent farmacológico,Cardiologia,164127,0,164127,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00977,2023-09-24,,,,Perdido,0,2023,2023-09,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Kit de consumo cirúrgico,Cirurgia geral,68736,0,68736,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01038,2023-09-24,2023-09-30,2023-10-08,2023-12-20,Ganho,1,2023,2023-10,Rogério Lins,Hospital Graças,Hospital privado,PE,Marcapasso,Cardiologia,102677,102677,0,,,30,121,151,6,73,5133,2598,2535
FH-2023-01134,2023-09-24,,,,Perdido,0,2023,2023-09,Ivan Peixoto,Prever Saúde,Operadora não verticalizada,PE,Haste intramedular,Ortopedia,142997,0,142997,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01190,2023-09-26,2023-10-04,2023-10-20,2024-01-16,Ganho,1,2023,2023-10,Marcelo Bastos,NordMed Saúde,Operadora verticalizada,AL,Haste intramedular,Ortopedia,387718,387718,0,,,32,113,145,8,88,39046,13336,25710
FH-2023-00924,2023-09-27,,,,Perdido,0,2023,2023-09,Marcelo Bastos,Clinipar Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,114963,0,114963,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01257,2023-09-27,2023-09-30,,,Perdido,0,2023,2023-09,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,242943,0,242943,Cirurgia cancelada,E2 Autorizacao,0,0,0,3,0,0,0,0
FH-2023-00843,2023-09-28,2023-10-17,2023-10-23,,Perdido,0,2023,2023-10,Márcia Duarte,Prever Saúde,Operadora não verticalizada,PE,Cateter para angioplastia,Cardiologia,30275,0,30275,Material devolvido sem uso,E3 Cirurgia,46,0,46,19,0,0,0,0
FH-2023-00862,2023-09-28,2023-10-24,2023-11-07,2023-12-22,Ganho,1,2023,2023-11,Rogério Lins,Vitalis Rede Integrada,Operadora verticalizada,PE,Implante de quadril,Ortopedia,239150,239150,0,,,52,114,166,26,45,10317,2886,7431
FH-2023-00990,2023-10-02,,,,Perdido,0,2023,2023-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,319118,0,319118,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01062,2023-10-02,,,,Perdido,0,2023,2023-10,Joana Rios,Hospital Municipal de Paulista,Hospital público,PE,Material para artroscopia,Ortopedia,27120,0,27120,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00928,2023-10-03,,,,Perdido,0,2023,2023-10,Paulo Menezes,Saúde Atlântico,Operadora não verticalizada,AL,Material para artroscopia,Ortopedia,100265,0,100265,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01191,2023-10-03,,,,Perdido,0,2023,2023-10,Marcelo Bastos,Bom Viver Planos,Operadora não verticalizada,RN,Implante de quadril,Ortopedia,195801,0,195801,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01228,2023-10-03,,,,Perdido,0,2023,2023-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,372429,0,372429,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01204,2023-10-04,2023-10-12,2023-10-25,2023-12-20,Ganho,1,2023,2023-10,Cíntia Barbosa,Hospital Metropolitano Norte,Hospital público,PB,Placas e parafusos,Ortopedia,91416,91416,0,,,33,102,135,8,56,3400,1155,2245
FH-2023-00999,2023-10-06,,,,Perdido,0,2023,2023-10,Joana Rios,Bom Viver Planos,Operadora não verticalizada,RN,Stent farmacológico,Cardiologia,88463,0,88463,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00943,2023-10-07,2023-10-29,2023-11-16,2024-02-02,Ganho,1,2023,2023-11,Paulo Menezes,Clinipar Integrada,Operadora verticalizada,PE,Stent farmacológico,Cardiologia,112347,112347,0,,,29,131,160,22,78,9925,5360,4565
FH-2023-01217,2023-10-07,2023-10-12,2023-10-23,2024-01-15,Ganho,1,2023,2023-10,Marcelo Bastos,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,337575,337575,0,,,57,146,203,5,84,24626,7395,17231
FH-2023-00867,2023-10-08,2023-10-14,2023-10-23,2023-12-15,Ganho,1,2023,2023-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,90255,90255,0,,,68,177,245,6,53,13012,5419,7593
FH-2023-01041,2023-10-09,,,,Perdido,0,2023,2023-10,Paulo Menezes,Hospital Prazeres,Hospital privado,PE,Haste intramedular,Ortopedia,55758,0,55758,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01207,2023-10-09,,,,Perdido,0,2023,2023-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,170549,0,170549,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01210,2023-10-10,2023-11-01,2023-11-11,2024-02-11,Perdido,0,2023,2023-11,Cíntia Barbosa,Hospital Metropolitano Norte,Hospital público,PB,Grampeador cirúrgico,Cirurgia geral,55564,0,55564,Glosa não recuperada,E4 Faturamento,16,0,16,22,92,0,0,0
FH-2023-01049,2023-10-12,2023-11-01,2023-11-22,2024-02-18,Ganho,1,2023,2023-11,Diego Fontes,Bom Viver Planos,Operadora não verticalizada,RN,Placas e parafusos,Ortopedia,265854,265854,0,,,54,150,204,20,88,22881,11070,11811
FH-2023-00897,2023-10-13,2023-10-24,2023-11-01,2024-01-12,Ganho,1,2023,2023-11,Paulo Menezes,Vitalis Rede Integrada,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,216567,216567,0,,,31,127,158,11,72,10755,4802,5953
FH-2023-01286,2023-10-13,,,,Perdido,0,2023,2023-10,Márcia Duarte,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,242387,0,242387,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01103,2023-10-15,2023-10-31,2023-11-15,2023-12-25,Ganho,1,2023,2023-11,Ivan Peixoto,NordMed Saúde,Operadora verticalizada,AL,Implante de quadril,Ortopedia,204693,204693,0,,,66,157,223,16,40,14525,10191,4334
FH-2023-00837,2023-10-17,2023-11-11,2023-11-17,2024-02-15,Perdido,0,2023,2023-11,Tatiana Coelho,Hospital Ponta Negra,Hospital privado,PE,Implante de joelho,Ortopedia,109038,0,109038,Inadimplência do cliente,E4 Faturamento,12,0,12,25,90,0,0,0
FH-2023-00912,2023-10-18,2023-10-21,2023-11-11,2024-02-02,Ganho,1,2023,2023-11,Marcelo Bastos,Hospital Boa Vista,Hospital privado,PB,Placas e parafusos,Ortopedia,99860,99860,0,,,35,122,157,3,83,8843,4322,4521
FH-2023-01167,2023-10-18,2023-11-04,2023-11-13,2023-12-10,Ganho,1,2023,2023-11,Márcia Duarte,Prever Saúde,Operadora não verticalizada,PE,Material para artroscopia,Ortopedia,189515,189515,0,,,31,128,159,17,27,8832,6132,2700
FH-2023-00873,2023-10-19,2023-11-05,2023-11-08,2024-02-12,Ganho,1,2023,2023-11,Marcelo Bastos,Bem-Estar Saúde,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,102616,102616,0,,,32,123,155,17,96,11389,8337,3052
FH-2023-00905,2023-10-19,2023-10-29,2023-11-12,2023-12-15,Ganho,1,2023,2023-11,Tatiana Coelho,NordMed Saúde,Operadora verticalizada,AL,Marcapasso,Cardiologia,73495,73495,0,,,32,86,118,10,33,3057,1551,1506
FH-2023-01236,2023-10-21,,,,Perdido,0,2023,2023-10,Ricardo Aragão,Bom Viver Planos,Operadora não verticalizada,RN,Kit de consumo cirúrgico,Cirurgia geral,102656,0,102656,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00861,2023-10-22,2023-11-10,2023-11-26,2023-12-16,Ganho,1,2023,2023-11,Diego Fontes,NordMed Saúde,Operadora verticalizada,AL,Marcapasso,Cardiologia,60133,60133,0,,,36,156,192,19,20,6548,2914,3634
FH-2023-01009,2023-10-22,2023-10-27,2023-10-30,2023-12-08,Ganho,1,2023,2023-10,Ivan Peixoto,NordMed Saúde,Operadora verticalizada,AL,Implante de quadril,Ortopedia,115184,115184,0,,,55,150,205,5,39,11330,4062,7268
FH-2023-01165,2023-10-22,,,,Perdido,0,2023,2023-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Material para artroscopia,Ortopedia,576386,0,576386,Produto indisponível em estoque,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00919,2023-10-23,2023-10-28,2023-11-05,,Perdido,0,2023,2023-11,Marcelo Bastos,Hospital Vale do Capibaribe,Hospital privado,PE,Implante de joelho,Ortopedia,68143,0,68143,Troca de fornecedor em sala,E3 Cirurgia,51,0,51,5,0,0,0,0
FH-2023-01060,2023-10-23,,,,Perdido,0,2023,2023-10,Marcelo Bastos,Clinipar Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,264999,0,264999,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01027,2023-10-24,,,,Perdido,0,2023,2023-10,Diego Fontes,Vitalis Rede Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,81180,0,81180,Cliente com fornecedor exclusivo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01039,2023-10-25,2023-11-11,2023-11-17,2024-02-07,Perdido,0,2023,2023-11,Ricardo Aragão,Clinipar Integrada,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,249704,0,249704,Inadimplência do cliente,E4 Faturamento,64,0,64,17,82,0,0,0
FH-2023-01093,2023-10-25,,,,Perdido,0,2023,2023-10,Joana Rios,Hospital Bairro Novo,Hospital privado,PB,Grampeador cirúrgico,Cirurgia geral,23050,0,23050,Cotação respondida fora do prazo,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01238,2023-10-25,2023-11-10,,,Perdido,0,2023,2023-10,Cíntia Barbosa,Hospital Regional de Petrolina,Hospital público,PE,Implante de joelho,Ortopedia,74723,0,74723,Procedimento não autorizado pelo pagador,E2 Autorizacao,0,0,0,16,0,0,0,0
FH-2023-00964,2023-10-26,,,,Perdido,0,2023,2023-10,Rogério Lins,Hospital Tamandaré,Hospital privado,RN,Cateter para angioplastia,Cardiologia,466981,0,466981,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01063,2023-10-26,,,,Perdido,0,2023,2023-10,Cíntia Barbosa,Hospital Regional de Petrolina,Hospital público,PE,Implante de joelho,Ortopedia,416770,0,416770,Preço acima do concorrente,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01195,2023-10-26,2023-11-06,2023-11-14,2024-01-09,Ganho,1,2023,2023-11,Tatiana Coelho,Bem-Estar Saúde,Operadora verticalizada,PE,Implante de quadril,Ortopedia,117988,117988,0,,,29,94,123,11,56,5115,2644,2471
FH-2023-00854,2023-10-27,2023-10-31,2023-11-11,,Perdido,0,2023,2023-11,Paulo Menezes,Bem-Estar Saúde,Operadora verticalizada,PE,Placas e parafusos,Ortopedia,84627,0,84627,Troca de fornecedor em sala,E3 Cirurgia,45,0,45,4,0,0,0,0
FH-2023-00934,2023-10-28,,,,Perdido,0,2023,2023-10,Cíntia Barbosa,Hospital Cabo Branco,Hospital privado,PE,Malha e tela cirúrgica,Cirurgia geral,13911,0,13911,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-01169,2023-10-28,,,,Perdido,0,2023,2023-10,Ricardo Aragão,Vitalis Rede Integrada,Operadora verticalizada,PE,Malha e tela cirúrgica,Cirurgia geral,94471,0,94471,Sem contrato para atender,E1 Cotacao,0,0,0,0,0,0,0,0
FH-2023-00878,2023-11-02,2023-11-14,2023-11-25,2024-02-27,Ganho,1,2023,2023-11,Joana Rios,Clinipar Integrada,Operadora verticalizada,PE,Introdutor e guia,Cardiologia,150214,150214,0,,,17,71,88,12,94,5867,4075,1792
